x,y,w,h,labels,scores,names,calories,protein,fat,carbs,fiber
0.0,0.0,929.17255,500.0,24.0,0.23472136,Hot dog,305.0,11.53,27.64,1.72,0.0
242.12946,0.0,717.87054,500.0,71.0,0.22749405,Submarine sandwich,158.0576724562294,7.6432515276693165,7.791692524558342,15.059807435960414,2.199721508880555
