x,y,w,h,labels,scores,names,calories,protein,fat,carbs,fiber
201.13165000000004,0.0,566.86835,512.0,2,0.16441966593265533,Apple,52.0,0.26,0.17,13.81,2.4
0.0,0.0,659.3291,512.0,26,0.3036142885684967,Muffin,296.0,6.9,11.4,41.4,2.7
195.22292,0.0,572.7770800000001,512.0,61,0.16857898235321045,Pomegranate,83.0,1.67,1.17,18.7,4.0
85.91547,0.0,682.08453,512.0,77,0.6788505911827087,Watermelon,30.0,0.61,0.15,7.55,0.4
